1	0	84	35
2	0	84	24
3	0	29	19
3	29	83	17
3	83	84	14
4	0	79	39
4	79	84	38
5	0	30	44
5	30	76	43
5	76	84	42
6	0	46	51
6	46	75	50
6	75	76	49
6	76	82	30
6	82	84	27
7	0	53	16
7	53	84	14
8	0	55	45
8	55	67	44
8	67	82	43
8	82	84	41
9	0	22	71
9	22	24	38
9	24	71	73
9	71	84	72
10	0	81	17
10	81	84	16
11	0	36	7
11	36	60	5
11	60	84	0
12	0	37	66
12	37	59	65
12	59	84	64
13	0	63	20
13	63	80	19
13	80	84	18
14	0	55	27
14	55	79	25
14	79	84	24
15	0	38	47
15	38	81	46
15	81	84	45
16	0	16	21
16	16	18	22
16	18	22	46
16	22	24	50
16	24	62	51
16	62	64	49
16	64	70	47
16	70	72	46
16	72	79	20
16	79	84	19
17	0	36	9
17	36	61	8
17	61	68	6
17	68	84	5
18	0	33	17
18	33	39	15
18	39	76	14
18	76	84	13
19	0	55	27
19	55	70	26
19	70	79	25
19	79	84	24
20	0	84	16
21	0	22	10
21	22	23	9
21	23	46	10
21	46	80	9
21	80	84	8
22	0	84	17
23	0	62	20
23	62	78	19
23	78	84	18
24	0	33	66
24	33	64	65
24	64	68	64
24	68	70	22
24	70	81	64
24	81	82	63
24	82	84	62
25	0	39	54
25	39	70	52
25	70	83	50
25	83	84	48
26	0	51	2
26	51	60	1
26	60	84	0
27	0	82	20
27	82	84	19
28	0	84	51
29	0	84	27
30	0	84	29
31	0	32	40
31	32	51	39
31	51	62	38
31	62	78	37
31	78	84	36
32	0	84	28
34	0	59	20
34	59	77	19
34	77	84	18
35	0	45	21
35	45	50	22
35	50	55	19
35	55	78	18
35	78	84	17
36	0	84	31
37	0	32	31
37	32	38	27
37	38	45	26
37	45	61	25
37	61	84	24
38	0	54	25
38	54	84	24
39	0	84	21
40	0	32	20
40	32	35	19
40	35	36	17
40	36	38	16
40	38	41	13
40	41	42	10
40	42	48	9
40	48	50	8
40	50	55	7
40	55	56	1
40	56	84	0
41	0	12	6479
41	12	17	6484
41	17	20	6485
41	20	21	6487
41	21	24	6488
41	24	26	6490
41	26	29	6492
41	29	30	6498
41	30	31	6496
41	31	33	6494
41	33	34	6491
41	34	35	6488
41	35	36	6487
41	36	37	6483
41	37	38	6469
41	38	39	6457
41	39	40	6420
41	40	41	6412
41	41	42	6399
41	42	43	6356
41	43	44	6328
41	44	45	6249
41	45	46	6209
41	46	47	6186
41	47	48	6142
41	48	49	6126
41	49	50	6098
41	50	51	6044
41	51	52	6032
41	52	53	6012
41	53	54	5952
41	54	55	5884
41	55	56	5853
41	56	57	5838
41	57	58	5785
41	58	59	5753
41	59	60	5685
41	60	61	5599
41	61	62	5506
41	62	63	5465
41	63	64	5407
41	64	65	5340
41	65	66	5304
41	66	67	5241
41	67	68	5215
41	68	69	5159
41	69	70	5075
41	70	71	5033
41	71	72	4917
41	72	73	4743
41	73	74	4620
41	74	75	4462
41	75	76	22
41	76	77	14
41	77	78	7
41	78	80	2
41	80	81	1
41	81	84	0
42	0	84	22
43	0	42	34
43	42	56	33
43	56	83	32
43	83	84	31
44	0	2	17
44	2	33	19
44	33	34	18
44	34	38	17
44	38	42	16
44	42	46	15
44	46	52	13
44	52	56	12
44	56	57	20
44	57	60	18
44	60	66	15
44	66	67	10
44	67	84	9
45	0	50	57
45	50	84	27
46	0	30	362
46	30	33	361
46	33	39	360
46	39	41	336
46	41	42	334
46	42	43	333
46	43	45	332
46	45	46	327
46	46	48	325
46	48	49	324
46	49	50	321
46	50	51	318
46	51	52	316
46	52	53	315
46	53	54	313
46	54	55	310
46	55	56	306
46	56	57	301
46	57	58	295
46	58	60	292
46	60	62	290
46	62	63	264
46	63	64	260
46	64	65	244
46	65	66	164
46	66	68	163
46	68	84	162
47	0	37	20
47	37	44	19
47	44	84	18
48	0	52	28
48	52	79	27
48	79	84	26
49	0	84	24
50	0	31	13
50	31	35	10
50	35	47	9
50	47	59	8
50	59	61	5
50	61	62	4
50	62	64	2
50	64	66	1
50	66	84	0
51	0	39	19
51	39	62	18
51	62	84	15
52	0	63	17
52	63	84	16
53	0	1	51
53	1	8	52
53	8	9	49
53	9	23	52
53	23	31	55
53	31	48	54
53	48	60	53
53	60	62	52
53	62	63	53
53	63	64	49
53	64	71	48
53	71	72	32
53	72	73	30
53	73	84	24
54	0	73	26
54	73	84	24
55	0	84	30
56	0	74	27
56	74	84	26
58	0	76	27
58	76	84	25
59	0	34	43
59	34	63	42
59	63	66	40
59	66	81	39
59	81	83	38
59	83	84	37
60	0	49	32
60	49	83	30
60	83	84	29
61	0	59	22
61	59	71	21
61	71	77	20
61	77	80	19
61	80	84	18
62	0	45	34
62	45	80	33
62	80	84	32
63	0	46	54
63	46	62	52
63	62	71	49
63	71	77	48
63	77	83	47
63	83	84	46
64	0	84	22
65	0	46	1
65	46	84	0
66	0	77	23
66	77	82	21
66	82	84	20
67	0	59	29
67	59	60	28
67	60	67	27
67	67	84	26
68	0	15	21
68	15	23	55
68	23	25	66
68	25	26	65
68	26	28	66
68	28	84	67
69	0	46	18
69	46	50	17
69	50	83	16
69	83	84	15
70	0	70	20
70	70	83	19
70	83	84	17
71	0	49	14
71	49	52	13
71	52	72	12
71	72	74	11
71	74	79	10
71	79	84	9
72	0	84	8
73	0	25	80
73	25	26	45
73	26	70	80
73	70	79	78
73	79	84	77
74	0	31	9
74	31	34	8
74	34	37	7
74	37	44	3
74	44	50	2
74	50	51	3
74	51	54	4
74	54	60	15
74	60	83	13
74	83	84	12
75	0	47	39
75	47	51	38
75	51	52	37
75	52	56	36
75	56	84	35
76	0	84	18
77	0	22	39
77	22	43	41
77	43	84	39
78	0	80	21
78	80	84	20
79	0	69	29
79	69	84	28
80	0	44	16
80	44	84	14
81	0	57	19
81	57	84	17
82	0	50	42
82	50	67	41
82	67	84	40
83	0	59	75
83	59	65	73
83	65	69	64
83	69	84	63
84	0	37	63
84	37	38	24
84	38	59	63
84	59	66	59
84	66	70	46
84	70	84	45
85	0	8	24
85	8	43	25
85	43	48	24
85	48	84	23
86	0	48	38
86	48	75	36
86	75	84	33
87	0	46	25
87	46	47	24
87	47	48	23
87	48	49	18
87	49	51	17
87	51	57	16
87	57	61	15
87	61	73	13
87	73	74	12
87	74	75	11
87	75	76	10
87	76	77	1
87	77	84	0
88	0	17	2
88	17	80	4
88	80	81	3
88	81	84	2
89	0	39	38
89	39	57	37
89	57	65	36
89	65	84	35
90	0	84	10
91	0	54	17
91	54	80	15
91	80	84	14
92	0	56	37
92	56	84	35
93	0	55	28
93	55	84	27
94	0	54	24
94	54	83	22
94	83	84	21
95	0	8	60
95	8	34	65
95	34	35	64
95	35	36	62
95	36	38	61
95	38	39	52
95	39	40	46
95	40	41	45
95	41	42	40
95	42	43	37
95	43	44	34
95	44	46	33
95	46	47	32
95	47	48	31
95	48	49	29
95	49	50	28
95	50	51	27
95	51	52	26
95	52	53	25
95	53	55	23
95	55	56	21
95	56	58	20
95	58	59	12
95	59	64	1
95	64	84	0
96	0	31	10
96	31	33	5
96	33	54	10
96	54	58	8
96	58	59	1
96	59	84	0
97	0	47	46
97	47	61	42
97	61	77	40
97	77	78	39
97	78	79	38
97	79	81	37
97	81	83	36
97	83	84	33
98	0	46	556
98	46	49	555
98	49	55	553
98	55	56	551
98	56	60	550
98	60	62	548
98	62	69	522
98	69	70	518
98	70	71	469
98	71	72	2
98	72	84	0
99	0	19	24
99	19	26	25
99	26	38	26
99	38	43	27
99	43	82	28
99	82	84	27
100	0	31	33
100	31	42	31
100	42	84	30
101	0	1	17
101	1	50	35
101	50	65	32
101	65	84	30
102	0	45	25
102	45	55	24
102	55	74	22
102	74	84	21
103	0	45	36
103	45	57	35
103	57	77	34
103	77	81	33
103	81	84	30
104	0	54	44
104	54	84	42
105	0	4	55
105	4	11	56
105	11	36	57
105	36	37	56
105	37	38	54
105	38	51	53
105	51	60	52
105	60	61	47
105	61	62	45
105	62	63	44
105	63	66	21
105	66	84	20
106	0	33	23
106	33	37	18
106	37	43	16
106	43	47	15
106	47	51	14
106	51	55	13
106	55	56	9
106	56	62	7
106	62	63	1
106	63	84	0
107	0	61	25
107	61	77	24
107	77	84	13
108	0	8	19
108	8	11	15
108	11	60	19
108	60	83	15
108	83	84	8
109	0	79	14
109	79	84	13
110	0	3	176
110	3	4	178
110	4	5	191
110	5	6	193
110	6	7	189
110	7	9	191
110	9	10	190
110	10	11	336
110	11	13	340
110	13	18	341
110	18	20	343
110	20	27	344
110	27	28	351
110	28	30	353
110	30	31	352
110	31	41	354
110	41	42	345
110	42	47	346
110	47	50	345
110	50	51	344
110	51	55	343
110	55	56	340
110	56	57	341
110	57	62	340
110	62	71	333
110	71	72	330
110	72	73	329
110	73	75	328
110	75	78	324
110	78	79	320
110	79	80	312
110	80	81	295
110	81	82	293
