1	0	84	28
2	0	42	49
2	42	83	46
2	83	84	45
3	0	67	13
3	67	84	12
4	0	79	75
4	79	84	74
5	0	37	63
5	37	51	61
5	51	59	59
5	59	64	58
5	64	84	56
6	0	72	52
6	72	76	50
6	76	79	21
6	79	82	20
6	82	84	19
7	0	82	24
7	82	83	23
7	83	84	22
8	0	36	99
8	36	39	98
8	39	52	97
8	52	72	96
8	72	79	92
8	79	80	91
8	80	81	88
8	81	84	87
9	0	22	42
9	22	24	22
9	24	26	42
9	26	55	44
9	55	81	39
9	81	84	37
10	0	40	26
10	40	79	24
10	79	81	23
10	81	82	22
10	82	84	21
11	0	57	21
11	57	60	20
11	60	61	2
11	61	84	0
12	0	62	47
12	62	63	46
12	63	84	47
13	0	59	59
13	59	73	53
13	73	82	52
13	82	83	51
13	83	84	50
14	0	79	23
14	79	84	22
15	0	84	10
16	0	18	14
16	18	19	32
16	19	21	36
16	21	67	37
16	67	72	33
16	72	79	14
16	79	84	13
17	0	44	4
17	44	84	2
18	0	32	24
18	32	39	23
18	39	83	21
18	83	84	20
19	0	51	14
19	51	84	13
20	0	60	32
20	60	68	29
20	68	82	27
20	82	84	26
21	0	22	40
21	22	23	38
21	23	24	39
21	24	33	40
21	33	41	37
21	41	46	40
21	46	83	39
21	83	84	38
22	0	84	13
23	0	40	31
23	40	82	27
23	82	84	26
24	0	56	52
24	56	68	51
24	68	70	34
24	70	79	51
24	79	84	50
25	0	32	37
25	32	33	34
25	33	84	37
27	0	84	42
28	0	43	54
28	43	47	52
28	47	84	49
29	0	84	48
30	0	44	79
30	44	57	75
30	57	84	73
31	0	84	13
32	0	46	49
32	46	66	48
32	66	84	47
34	0	83	8
34	83	84	7
35	0	18	36
35	18	23	37
35	23	66	39
35	66	72	37
35	72	74	33
35	74	84	32
36	0	42	51
36	42	83	48
36	83	84	47
37	0	84	34
38	0	84	34
39	0	38	24
39	38	84	9
41	0	1	5329
41	1	3	5330
41	3	7	5331
41	7	8	5333
41	8	26	5334
41	26	28	5333
41	28	34	5334
41	34	37	5338
41	37	39	5335
41	39	40	5324
41	40	42	5320
41	42	43	5317
41	43	46	5314
41	46	47	5312
41	47	48	5310
41	48	50	5311
41	50	51	5309
41	51	53	5307
41	53	54	5305
41	54	56	5281
41	56	57	5279
41	57	58	5276
41	58	59	5267
41	59	60	5266
41	60	62	5265
41	62	63	5264
41	63	64	5265
41	64	65	5264
41	65	67	5263
41	67	68	5262
41	68	69	5228
41	69	70	5224
41	70	71	5218
41	71	72	5128
41	72	73	5061
41	73	74	5031
41	74	75	4886
41	75	76	7
41	76	84	0
42	0	51	18
42	51	84	16
43	0	84	14
44	0	32	23
44	32	56	22
44	56	65	35
44	65	66	34
44	66	67	19
44	67	84	13
45	0	16	43
45	16	50	46
45	50	57	31
45	57	60	28
45	60	84	26
46	0	27	225
46	27	39	228
46	39	46	213
46	46	52	212
46	52	54	211
46	54	56	210
46	56	57	209
46	57	59	204
46	59	62	203
46	62	63	183
46	63	64	182
46	64	65	163
46	65	66	110
46	66	84	108
47	0	29	16
47	29	30	15
47	30	84	16
48	0	9	20
48	9	60	21
48	60	79	20
48	79	83	19
48	83	84	18
49	0	79	31
49	79	84	30
50	0	66	4
50	66	84	0
51	0	32	32
51	32	51	31
51	51	84	27
52	0	84	20
53	0	1	167
53	1	2	192
53	2	7	198
53	7	8	199
53	8	9	188
53	9	22	199
53	22	23	206
53	23	33	211
53	33	40	208
53	40	48	206
53	48	52	187
53	52	58	183
53	58	60	178
53	60	62	162
53	62	63	178
53	63	66	168
53	66	71	167
53	71	72	109
53	72	73	102
53	73	82	84
53	82	83	82
53	83	84	61
54	0	59	56
54	59	84	53
55	0	84	19
56	0	84	17
58	0	81	25
58	81	84	23
59	0	35	89
59	35	42	84
59	42	84	89
60	0	83	22
60	83	84	21
61	0	61	17
61	61	84	11
62	0	82	34
62	82	84	32
63	0	45	51
63	45	60	46
63	60	77	45
63	77	81	44
63	81	83	43
63	83	84	42
64	0	84	18
65	0	84	9
66	0	80	24
66	80	84	23
67	0	42	18
67	42	84	17
68	0	15	21
68	15	21	46
68	21	22	59
68	22	23	60
68	23	83	115
68	83	84	114
69	0	83	20
69	83	84	19
70	0	82	33
70	82	84	32
71	0	79	18
71	79	84	17
72	0	80	33
72	80	83	32
72	83	84	31
73	0	25	67
73	25	26	31
73	26	31	67
73	31	33	63
73	33	84	67
74	0	37	21
74	37	50	19
74	50	52	20
74	52	54	26
74	54	58	25
74	58	60	14
74	60	62	12
74	62	83	7
74	83	84	4
75	0	32	15
75	32	38	14
75	38	76	11
75	76	84	10
76	0	8	14
76	8	49	15
76	49	84	13
77	0	84	45
78	0	84	10
79	0	41	107
79	41	59	105
79	59	84	104
80	0	84	9
81	0	84	20
82	0	84	45
83	0	25	60
83	25	61	61
83	61	62	60
83	62	65	59
83	65	68	57
83	68	82	51
83	82	84	50
84	0	2	27
84	2	37	30
84	37	38	4
84	38	66	30
84	66	79	17
84	79	84	16
85	0	84	10
86	0	84	22
87	0	12	21
87	12	13	20
87	13	15	21
87	15	31	24
87	31	45	23
87	45	48	27
87	48	76	23
87	76	77	7
87	77	78	6
87	78	79	3
87	79	84	0
88	0	17	0
88	17	79	1
88	79	84	0
89	0	84	11
91	0	68	19
91	68	82	18
91	82	84	17
92	0	61	11
92	61	84	8
93	0	38	35
93	38	84	31
94	0	16	16
94	16	84	39
95	0	2	56
95	2	8	58
95	8	38	78
95	38	51	56
95	51	54	55
95	54	55	50
95	55	56	47
95	56	57	46
95	57	58	45
95	58	59	25
95	59	64	8
95	64	65	3
95	65	84	2
96	0	58	11
96	58	59	6
96	59	65	2
96	65	84	0
97	0	83	42
97	83	84	41
98	0	9	699
98	9	10	700
98	10	30	701
98	30	42	700
98	42	47	698
98	47	48	697
98	48	54	696
98	54	55	691
98	55	62	690
98	62	66	656
98	66	67	651
98	67	68	649
98	68	70	641
98	70	71	572
98	71	72	8
98	72	84	0
99	0	2	15
99	2	18	18
99	18	19	23
99	19	21	24
99	21	26	25
99	26	35	26
99	35	70	23
99	70	77	22
99	77	84	21
100	0	84	21
101	0	84	38
102	0	84	12
103	0	81	12
103	81	84	11
104	0	84	2
105	0	40	79
105	40	49	73
105	49	50	72
105	50	58	69
105	58	60	68
105	60	63	67
105	63	84	39
106	0	44	15
106	44	45	14
106	45	60	13
106	60	62	11
106	62	63	2
106	63	84	0
107	0	77	30
107	77	83	17
107	83	84	16
108	0	83	16
108	83	84	8
109	0	84	4
110	0	1	128
110	1	3	131
110	3	4	132
110	4	5	164
110	5	6	165
110	6	7	157
110	7	10	160
110	10	11	305
110	11	12	308
110	12	14	309
110	14	15	311
110	15	16	312
110	16	18	315
110	18	28	316
110	28	29	314
110	29	30	316
110	30	31	315
110	31	35	311
110	35	36	309
110	36	37	311
110	37	38	310
110	38	41	308
110	41	56	307
110	56	58	306
110	58	61	305
110	61	62	302
110	62	66	280
110	66	67	279
110	67	73	276
110	73	75	275
110	75	76	274
110	76	78	270
110	78	80	265
110	80	81	254
110	81	83	251
110	83	84	247
111	0	36	22
111	36	46	18
111	46	83	17
111	83	84	16
112	0	1	37
112	1	46	38
112	46	64	36
112	64	84	33
113	0	84	16
114	0	31	87
114	31	40	84
114	40	45	81
114	45	46	74
114	46	49	73
114	49	53	72
114	53	68	70
114	68	84	40
115	0	84	16
116	0	43	39
116	43	79	38
116	79	84	37
117	0	42	42
117	42	66	41
117	66	83	40
117	83	84	21
119	0	80	18
119	80	84	16
120	0	39	20
120	39	79	19
120	79	84	18
122	0	84	16
123	0	84	25
124	0	74	34
124	74	80	33
124	80	83	32
124	83	84	31
125	0	84	19
126	0	84	8
127	0	40	45
127	40	41	39
127	41	43	36
127	43	44	31
127	44	58	36
127	58	60	16
127	60	61	2
127	61	78	1
127	78	84	0
128	0	81	60
128	81	84	59
129	0	84	35
130	0	48	34
130	48	51	33
130	51	61	27
130	61	84	24
131	0	61	36
131	61	84	33
132	0	51	101
132	51	52	90
132	52	59	65
132	59	78	59
132	78	83	58
132	83	84	57
133	0	79	21
133	79	84	18
134	0	2	459
134	2	15	467
134	15	23	468
134	23	45	495
134	45	49	504
134	49	50	503
134	50	67	502
134	67	68	467
134	68	71	464
134	71	72	451
134	72	73	450
134	73	74	448
134	74	75	447
134	75	76	443
134	76	78	442
134	78	79	441
134	79	80	423
134	80	83	421
134	83	84	412
135	0	75	3
135	75	84	0
136	0	51	39
136	51	79	37
136	79	80	35
136	80	83	34
136	83	84	33
137	0	82	21
137	82	84	20
138	0	50	10
138	50	57	8
138	57	84	6
139	0	41	40
139	41	84	37
140	0	84	41
141	0	37	4
141	37	84	1
142	0	84	24
143	0	34	50
143	34	44	51
143	44	45	22
143	45	46	10
143	46	47	2
143	47	84	1
144	0	34	281
