1	0	71	57
1	71	84	56
2	0	57	42
2	57	84	39
3	0	31	36
3	31	62	35
3	62	77	34
3	77	84	33
4	0	74	55
4	74	84	53
5	0	61	71
5	61	84	70
6	0	31	102
6	31	40	98
6	40	50	97
6	50	54	96
6	54	75	95
6	75	76	94
6	76	79	45
6	79	82	44
6	82	84	42
7	0	42	40
7	42	58	36
7	58	59	35
7	59	60	33
7	60	79	32
7	79	84	31
8	0	65	90
8	65	79	89
8	79	83	88
8	83	84	87
9	0	22	78
9	22	24	38
9	24	34	78
9	34	49	79
9	49	61	77
9	61	84	76
10	0	44	27
10	44	81	26
10	81	84	25
11	0	60	4
11	60	61	1
11	61	84	0
12	0	48	104
12	48	59	103
12	59	64	101
12	64	80	100
12	80	82	99
12	82	84	96
13	0	46	51
13	46	84	50
14	0	42	42
14	42	57	40
14	57	84	39
15	0	46	51
15	46	67	50
15	67	84	49
16	0	18	66
16	18	22	152
16	22	23	154
16	23	24	155
16	24	62	157
16	62	68	155
16	68	72	150
16	72	74	67
16	74	84	66
17	0	82	36
17	82	84	33
18	0	50	42
18	50	65	41
18	65	84	40
19	0	64	36
19	64	79	35
19	79	84	34
20	0	37	45
20	37	69	44
20	69	84	43
21	0	22	39
21	22	23	36
21	23	83	39
21	83	84	38
22	0	84	37
23	0	57	27
23	57	84	24
24	0	43	101
24	43	66	100
24	66	67	98
24	67	68	97
24	68	69	44
24	69	70	45
24	70	82	98
24	82	84	97
25	0	42	82
25	42	57	81
25	57	72	79
25	72	84	77
27	0	84	64
28	0	84	98
29	0	84	77
30	0	84	64
31	0	61	70
31	61	84	69
32	0	80	53
32	80	84	52
34	0	78	57
34	78	84	56
35	0	18	45
35	18	74	48
35	74	79	45
35	79	84	44
36	0	84	55
37	0	84	39
38	0	63	102
38	63	79	101
38	79	82	100
38	82	83	99
38	83	84	93
39	0	84	38
40	0	32	40
40	32	33	39
40	33	36	38
40	36	37	37
40	37	43	36
40	43	44	35
40	44	47	33
40	47	49	29
40	49	52	25
40	52	55	21
40	55	56	16
40	56	57	13
40	57	58	8
40	58	63	7
40	63	84	0
41	0	1	8567
41	1	4	8569
41	4	8	8570
41	8	10	8569
41	10	12	8570
41	12	29	8572
41	29	30	8578
41	30	32	8579
41	32	33	8578
41	33	34	8575
41	34	36	8569
41	36	37	8566
41	37	38	8545
41	38	39	8531
41	39	40	8511
41	40	41	8503
41	41	42	8481
41	42	43	8447
41	43	44	8435
41	44	45	8412
41	45	46	8397
41	46	47	8385
41	47	48	8380
41	48	49	8375
41	49	50	8369
41	50	51	8351
41	51	52	8336
41	52	53	8332
41	53	54	8324
41	54	55	8310
41	55	56	8304
41	56	57	8302
41	57	58	8275
41	58	59	8270
41	59	60	8249
41	60	61	8234
41	61	62	8213
41	62	63	8197
41	63	64	8182
41	64	65	8169
41	65	66	8161
41	66	67	8154
41	67	68	8140
41	68	69	8100
41	69	70	8088
41	70	71	8079
41	71	72	8003
41	72	73	7871
41	73	74	7756
41	74	75	7610
41	75	76	7
41	76	80	1
41	80	84	0
42	0	84	38
43	0	61	74
