1	0	81	35
1	81	84	6
2	0	83	24
2	83	84	0
3	0	84	17
4	0	83	39
4	83	84	38
5	0	82	43
5	82	84	42
6	0	83	50
6	83	84	46
7	0	83	14
7	83	84	0
8	0	82	43
8	82	83	41
8	83	84	1
9	0	22	71
9	22	24	36
9	24	84	71
10	0	83	17
10	83	84	0
12	0	84	64
13	0	80	20
13	80	84	2
14	0	83	25
14	83	84	0
15	0	84	46
16	0	84	19
17	0	83	5
17	83	84	0
18	0	81	14
18	81	84	4
19	0	83	26
19	83	84	0
20	0	84	16
21	0	22	9
21	22	23	8
21	23	82	9
21	82	83	2
21	83	84	1
22	0	83	17
22	83	84	0
23	0	80	19
23	80	84	18
24	0	83	64
24	83	84	22
25	0	81	52
25	81	82	50
25	82	84	2
27	0	80	20
27	80	84	19
28	0	84	51
29	0	84	27
30	0	81	29
30	81	84	5
31	0	81	37
31	81	84	36
32	0	83	28
32	83	84	2
34	0	80	19
34	80	81	2
34	81	84	1
35	0	82	15
35	82	83	14
35	83	84	0
36	0	84	31
37	0	84	24
38	0	84	24
39	0	83	21
39	83	84	0
41	0	63	258
41	63	64	257
41	64	66	258
41	66	67	257
41	67	69	258
41	69	70	257
41	70	71	258
41	71	72	254
41	72	73	253
41	73	74	247
41	74	75	251
41	75	76	250
41	76	77	242
41	77	78	231
41	78	79	206
41	79	80	190
41	80	81	158
41	81	82	128
41	82	83	99
41	83	84	44
42	0	82	22
42	82	84	0
43	0	82	32
43	82	83	31
43	83	84	0
44	0	81	1
44	81	84	0
45	0	84	27
46	0	26	779
46	26	27	778
46	27	78	779
46	78	80	778
46	80	81	772
46	81	82	43
46	82	83	42
46	83	84	26
47	0	84	18
48	0	83	30
48	83	84	26
49	0	82	24
49	82	84	0
50	0	81	1
50	81	84	0
51	0	83	15
51	83	84	0
52	0	83	16
52	83	84	0
53	0	73	25
53	73	82	24
53	82	83	8
53	83	84	1
54	0	83	26
54	83	84	24
55	0	84	30
56	0	80	27
56	80	83	26
56	83	84	0
58	0	81	27
58	81	84	0
59	0	83	37
59	83	84	3
60	0	84	30
61	0	80	21
61	80	82	20
61	82	83	19
61	83	84	6
62	0	83	33
62	83	84	32
63	0	79	49
63	79	83	48
63	83	84	47
64	0	82	22
64	82	84	1
65	0	77	10
65	77	84	0
66	0	82	23
66	82	84	21
67	0	82	26
67	82	83	2
67	83	84	1
68	0	25	42
68	25	26	41
68	26	80	42
68	80	81	11
68	81	84	10
69	0	82	16
69	82	84	1
70	0	83	20
70	83	84	19
71	0	80	12
71	80	82	11
71	82	84	10
72	0	83	8
72	83	84	0
73	0	25	54
73	25	26	45
73	26	84	54
75	0	84	35
76	0	83	18
