Catalog ID	Pi
1	0.010657547871
2	0.00224966972323
4	0.0
7	0.00881186512881
9	0.00533310564738
13	0.0318446602667
14	0.0
15	0.00420338677469
16	0.00484142804339
21	0.01599497633
22	0.0194498631463
23	0.0
24	0.0
25	0.00985570893042
26	0.00620663157238
28	0.00338406950714
30	0.00463189606477
31	0.00416712732936
33	0.0
36	0.00968873333555
37	0.0264222273318
38	0.0
39	0.00358785531017
43	0.0
44	0.0
45	0.00376971525352
46	0.00347575298301
47	0.0
48	0.0266161211074
50	0.0183497295231
53	0.00531599251181
57	0.0
59	0.00194170273011
60	0.00318982303624
61	0.00164803973882
62	0.00530733850101
63	0.00149893253964
64	0.0
68	0.0
70	0.00332086203011
71	0.0214544799916
73	0.00533401785072
74	0.0105661103774
77	0.00735899814367
79	0.0
80	0.00385536263384
82	0.00265825129671
84	0.0071350469507
85	0.0160042428402
88	0.0096214086195
90	0.014941149995
93	0.00476916574221
94	0.00856517996075
95	0.0135947197514
103	0.00533410125489
105	0.0
106	0.0
108	0.00638820719743
110	0.0
111	0.00472804633718
112	0.0
113	0.00531233107105
114	0.0
117	0.0
118	0.0
120	0.0
121	0.0
123	0.00166487608035
125	0.0154550753156
127	0.0
128	0.00222890030818
133	0.0124750120573
134	0.0
137	0.0
138	0.0104913450808
139	0.00939753615254
141	0.00143119240477
144	0.0
145	0.0
147	0.00473508552357
155	0.0
158	0.00497746076401
162	0.0
163	0.00106992147264
168	0.0
171	0.0
172	0.0
173	0.00439552039139
175	0.00510611399993
176	0.0
179	0.00497722715765
180	0.0
184	0.00490541702144
185	0.0
186	0.0
187	0.00388963507123
189	0.00370015424398
190	0.00233424425792
191	0.00654289343556
192	0.0
193	0.00906047723394
195	0.0
198	0.00405495026722
202	0.00467703276928
203	0.0
207	0.0
208	0.0
211	0.0
212	0.0
213	0.0
214	0.0
215	0.00297813420504
218	0.00528514792888
220	0.0155307231682
222	0.00531996991918
223	0.0
226	0.00201563848931
227	0.00366480666576
228	0.0372051257071
230	0.0051724137931
232	0.0
233	0.00533527708154
234	0.00290371562161
238	0.00225150030084
244	0.00146966535106
246	0.0105153328612
247	0.00524889325251
249	0.0020453244706
251	0.0
255	0.0
256	0.0106683711952
260	0.0
263	0.0
265	0.0
267	0.00831672306432
268	0.0
270	0.0264493229256
272	0.0
273	0.00483162966193
274	0.00532824877965
277	0.0
279	0.00400234608414
281	0.0
283	0.0
286	0.00314836327165
288	0.00983802724454
289	0.0
290	0.00450084607251
292	0.00296374867411
297	0.0
298	0.0
299	0.00220088861954
301	0.0
302	0.0
304	0.0
306	0.0
307	0.00424146275341
310	0.00526888653176
311	0.0
313	0.00400112973075
316	0.0
317	0.00443404656954
318	0.0
319	0.00528711430963
321	0.0
322	0.0
325	0.00663424974157
332	0.0
333	0.0
334	0.0178402927426
339	0.0106112052816
340	0.00388842460992
343	0.00525255800696
344	0.00198091670213
347	0.0
348	0.00175414004156
350	0.0260710515779
352	0.0
354	0.0
355	0.0
356	0.0274954226908
359	0.00481168745174
360	0.0
369	0.00809753095855
370	0.00510095888217
371	0.0
372	0.00502904484303
374	0.00231000494877
379	0.00232218353992
382	0.00212452403489
384	0.0106677075925
385	0.0053282082912
386	0.00219271988148
387	0.0
391	0.0157628738346
393	0.0
395	0.0
396	0.0
397	0.0
398	0.00979341513243
399	0.0
400	0.00936942779619
402	0.0
403	0.0019424674577
404	0.00803801507246
406	0.00530249815873
407	0.00252626843075
410	0.0
411	0.00345189445123
413	0.0260314330967
414	0.00258730492762
415	0.00518683179845
418	0.00356197459213
421	0.0
423	0.0
428	0.00265825129671
429	0.00417126261183
431	0.0
432	0.00533340067039
433	0.0
434	0.0011514206211
439	0.00144584230485
440	0.00773276370702
441	0.0130452844469
445	0.010663627153
447	0.00416917122032
452	0.0
455	0.0
458	0.00156637514685
459	0.0
461	0.00305124745763
463	0.0
464	0.0266657041667
465	0.00563803068545
466	0.00422230191898
467	0.0
471	0.0317524486729
473	0.00225976915589
478	0.0
482	0.00733396089462
488	0.00487581478791
489	0.0
492	0.0053319441077
493	0.00525513449884
494	0.0
495	0.00433152549776
496	0.0338643031045
497	0.00529931347672
499	0.0
500	0.0
502	0.0
506	0.0265655328774
507	0.00522806692251
509	0.0
510	0.00355649563731
512	0.00517424036344
515	0.030968201234
517	0.00533033989525
520	0.00505082391565
525	0.0
527	0.010208770014
532	0.0
534	0.0
535	0.0027072791474
537	0.0103873571919
539	0.0
541	0.0
543	0.00489162337878
544	0.00296406475673
545	0.00863783593257
547	0.00453847157933
548	0.00770362879915
550	0.013043590624
551	0.00524027741387
554	0.00398536904824
556	0.0
561	0.00424036683022
562	0.0126815305185
563	0.0
565	0.0
570	0.00854378496179
573	0.0
574	0.00457212418152
575	0.003903252013
578	0.00479025071438
581	0.0224018236762
583	0.0
586	0.0
591	0.00275737190321
594	0.00424912994006
596	0.00217816781362
605	0.00721355918589
606	0.0
608	0.0
610	0.0033989198055
611	0.00690587700958
612	0.0
615	0.0054061001981
618	0.00311567096572
619	0.00209758636724
620	0.0
621	0.00532292942582
622	0.0
624	0.00523612041433
627	0.00125740468459
629	0.0
630	0.00500233442273
634	0.00527248803661
636	0.00533165877666
638	0.0
639	0.00474224621573
640	0.0156061420984
642	0.00533493105795
645	0.0
646	0.0
652	0.0
655	0.0
658	0.00519566578937
664	0.0098779447761
665	0.00425380444112
666	0.00466809177168
667	0.00205224972711
671	0.0
674	0.0
676	0.0
679	0.00531585750342
680	0.0112092646475
683	0.00512679834886
685	0.00533317827225
686	0.0
687	0.0159917581487
688	0.0
689	0.00250481695568
690	0.00259345539257
693	0.00533438851845
696	0.0212465065107
698	0.00314494644983
703	0.0
706	0.0
709	0.0
711	0.0150817989674
712	0.0332399601987
715	0.0027645175939
716	0.00530189056527
718	0.0306554234905
721	0.00209653288886
722	0.00875578248622
726	0.00374794965107
728	0.0
729	0.0012290020383
731	0.00346020628859
733	0.0
734	0.0
742	0.00388591339248
743	0.00533363009796
745	0.0
746	0.00517959396148
747	0.00313024542939
752	0.00558332119163
753	0.00322139399914
754	0.0
760	0.0
762	0.00515477995441
763	0.0
764	0.00167561977247
765	0.0
767	0.0
771	0.0
775	0.00854445328185
777	0.0114456214369
780	0.0017968663019
781	0.0
787	0.00198091670213
790	0.0
792	0.00489670756622
798	0.0
799	0.0
801	0.0
805	0.00404744625024
808	0.00306042582727
810	0.0
811	0.00163014713666
812	0.0
814	0.00533401785072
815	0.0159725938866
817	0.00334485332574
818	0.00443031665688
820	0.00187014741879
821	0.00690023331711
826	0.0
829	0.00492553230212
832	0.00956226280432
838	0.0
839	0.0
840	0.0105814822339
847	0.00221515832844
854	0.00409609124936
856	0.0
857	0.0
858	0.00595152737944
861	0.0
865	0.0
866	0.0
871	0.005172464206
872	0.0426360031095
874	0.0
877	0.0209623202942
878	0.00267148279634
879	0.0
883	0.0
886	0.0
889	0.0
893	0.00136078724916
894	0.0
896	0.0117006578754
898	0.0140678149803
899	0.0042368594962
900	0.0
901	0.0025215865959
902	0.0
903	0.0
904	0.0
906	0.0
907	0.00315620457481
908	0.0
909	0.00764875711158
910	0.00904587759525
911	0.0
918	0.0101516792665
919	0.0
923	0.0
925	0.0
927	0.0
929	0.0091695776437
931	0.0
932	0.0166494689364
933	0.0
934	0.00150704604945
936	0.0
938	0.00533317827225
941	0.00398546268619
942	0.0266647061103
944	0.0
945	0.0
946	0.00485470407331
950	0.00175891049351
